Carrier,Departure Time,Destination,Distance,Date,Flight Number,Origin,Day of the Week,Day of the Month,Flight delay,Random
US,12,LGA,214,01-12-2004,2162,DCA,1,12,0,0.752912535
US,12,LGA,214,1/21/2004,2162,DCA,3,21,0,0.588010816
US,21,LGA,214,1/30/2004,2160,DCA,5,30,0,0.527922736
DH,2,EWR,213,1/13/2004,7304,IAD,2,13,0,0.323112506
RU,12,EWR,213,01-10-2004,2855,IAD,6,10,0,0.475751457
US,8,LGA,214,01-07-2004,2176,DCA,3,7,1,0.806664105
DH,5,JFK,228,01-08-2004,7814,IAD,4,8,0,0.974458095
US,6,LGA,214,1/28/2004,2162,DCA,3,28,1,0.008200494
DH,5,LGA,229,1/20/2004,7215,IAD,2,20,0,0.565855543
DL,6,LGA,214,01-10-2004,1744,DCA,6,10,0,0.188640001
DH,23,LGA,229,01-05-2004,7924,IAD,1,5,0,0.071863839
MQ,21,LGA,214,01-01-2004,4964,DCA,4,1,0,0.269987461
DH,13,EWR,213,01-12-2004,7304,IAD,1,12,0,0.738646201
MQ,13,LGA,214,1/22/2004,4952,DCA,4,22,0,0.352394311
US,15,LGA,214,1/19/2004,2172,DCA,1,19,0,0.052256767
DL,1,LGA,214,1/15/2004,1762,DCA,4,15,0,0.501837162
DL,16,LGA,214,01-04-2004,1764,DCA,7,4,0,0.033138469
DH,22,JFK,228,1/21/2004,7806,IAD,3,21,0,0.928222901
US,1,LGA,214,01-12-2004,2188,DCA,1,12,0,0.905516882
CO,7,EWR,199,1/23/2004,816,DCA,5,23,1,0.027312826
DL,7,LGA,214,1/30/2004,1768,DCA,5,30,0,0.056872781
US,23,LGA,214,1/23/2004,2188,DCA,5,23,0,0.631220495
DL,9,LGA,214,1/14/2004,1744,DCA,3,14,0,0.098657152
DH,15,JFK,228,1/22/2004,7812,IAD,4,22,0,0.196335504
DL,22,LGA,214,1/30/2004,1750,DCA,5,30,0,0.250969006
DH,21,LGA,229,01-06-2004,7792,IAD,2,6,0,0.638299966
RU,6,EWR,169,1/14/2004,2303,BWI,3,14,0,0.09710842
MQ,9,LGA,214,1/14/2004,4976,DCA,3,14,0,0.64471016
US,9,LGA,214,01-11-2004,2170,DCA,7,11,0,0.495445249
DH,11,EWR,213,1/25/2004,7303,IAD,7,25,0,0.194980737
DL,11,LGA,214,1/29/2004,1752,DCA,4,29,0,0.132086543
RU,10,EWR,199,01-11-2004,2097,DCA,7,11,0,0.691311498
MQ,12,JFK,213,01-03-2004,4752,DCA,6,3,1,0.962481409
DH,11,EWR,213,1/29/2004,7304,IAD,4,29,1,0.297327804
RU,1,EWR,169,1/19/2004,2303,BWI,1,19,0,0.118606267
DL,8,LGA,214,1/21/2004,1746,DCA,3,21,0,0.541449496
RU,5,EWR,213,01-04-2004,3276,IAD,7,4,0,0.510518092
US,19,LGA,214,1/15/2004,2164,DCA,4,15,1,0.064922906
DH,9,JFK,228,01-01-2004,7814,IAD,4,1,0,0.987812962
RU,17,EWR,213,1/14/2004,2855,IAD,3,14,0,0.812105062
DH,14,LGA,229,01-05-2004,7215,IAD,1,5,1,0.456613609
US,0,LGA,214,01-10-2004,2180,DCA,6,10,0,0.067217773
DH,2,JFK,228,1/14/2004,7810,IAD,3,14,0,0.411625495
RU,23,EWR,199,1/14/2004,2181,DCA,3,14,0,0.058960895
DL,15,LGA,214,01-08-2004,1754,DCA,4,8,0,0.385910456
DL,7,JFK,213,1/19/2004,746,DCA,1,19,1,0.109961718
US,10,LGA,214,1/26/2004,2162,DCA,1,26,0,0.411609819
DH,5,LGA,229,1/13/2004,7208,IAD,2,13,0,0.032251194
US,2,LGA,214,1/13/2004,2164,DCA,2,13,0,0.623924342
RU,3,EWR,169,1/23/2004,2703,BWI,5,23,0,0.596947052
US,10,LGA,214,01-11-2004,2172,DCA,7,11,0,0.547421974
DL,22,LGA,214,1/20/2004,1750,DCA,2,20,0,0.543510454
RU,11,EWR,199,01-11-2004,2216,DCA,7,11,0,0.292358965
DH,7,LGA,229,01-09-2004,7208,IAD,5,9,0,0.833692175
RU,0,EWR,199,1/24/2004,2216,DCA,6,24,0,0.723584838
RU,5,EWR,169,1/18/2004,2403,BWI,7,18,1,0.00580772
DH,23,LGA,229,1/28/2004,7215,IAD,3,28,0,0.482657783
MQ,9,JFK,213,1/13/2004,4752,DCA,2,13,0,0.650308337
CO,5,EWR,199,1/19/2004,808,DCA,1,19,0,0.063457174
RU,6,EWR,213,1/20/2004,2497,IAD,2,20,0,0.703846652
RU,20,EWR,213,1/23/2004,2692,IAD,5,23,0,0.55510138
DH,11,EWR,213,1/19/2004,7304,IAD,1,19,1,0.149535114
DH,13,EWR,213,01-08-2004,7302,IAD,4,8,0,0.47218635
DH,5,JFK,228,01-04-2004,7810,IAD,7,4,0,0.397873563
DH,22,JFK,228,01-05-2004,7816,IAD,1,5,1,0.294608983
DL,1,LGA,214,1/22/2004,1752,DCA,4,22,0,0.26507308
US,1,LGA,214,1/25/2004,2188,DCA,7,25,1,0.428696135
RU,13,EWR,199,1/26/2004,2216,DCA,1,26,0,0.561992678
RU,13,EWR,199,1/13/2004,2181,DCA,2,13,0,0.763288881
DL,0,LGA,214,1/17/2004,1756,DCA,6,17,0,0.424186334
MQ,1,LGA,214,01-04-2004,4976,DCA,7,4,1,0.415710355
RU,17,EWR,213,1/21/2004,2156,IAD,3,21,1,0.356630661
DL,2,LGA,214,1/13/2004,1756,DCA,2,13,0,0.187188317
DH,20,LGA,229,01-12-2004,7684,IAD,1,12,0,0.732236475
DL,10,LGA,214,1/29/2004,1750,DCA,4,29,0,0.514768376
CO,16,EWR,199,1/30/2004,814,DCA,5,30,0,0.863487971
CO,9,EWR,199,1/21/2004,806,DCA,3,21,0,0.879693249
OH,13,JFK,184,1/31/2004,5935,BWI,6,31,0,0.850421361
MQ,4,LGA,214,1/21/2004,4966,DCA,3,21,0,0.380762398
DH,9,EWR,213,1/23/2004,7302,IAD,5,23,1,0.368637889
DL,19,JFK,213,01-07-2004,746,DCA,3,7,0,0.587589919
DL,9,LGA,214,01-03-2004,1760,DCA,6,3,0,0.383543091
MQ,5,LGA,214,01-12-2004,4968,DCA,1,12,0,0.290678786
US,6,LGA,214,1/13/2004,2172,DCA,2,13,0,0.268727342
DH,12,EWR,213,1/14/2004,7302,IAD,3,14,0,0.943066539
US,1,LGA,214,1/22/2004,2160,DCA,4,22,0,0.625551932
RU,11,EWR,213,1/26/2004,2692,IAD,1,26,0,0.189940357
MQ,9,LGA,214,1/25/2004,4968,DCA,7,25,1,0.115966943
DH,7,LGA,229,01-07-2004,7208,IAD,3,7,0,0.30860537
US,13,LGA,214,01-06-2004,2160,DCA,2,6,0,0.169191086
DH,16,EWR,213,01-06-2004,7307,IAD,2,6,0,0.637021102
US,3,LGA,214,1/30/2004,2172,DCA,5,30,0,0.161708651
RU,11,EWR,199,1/20/2004,2261,DCA,2,20,1,0.947438548
RU,16,EWR,199,1/21/2004,2761,DCA,3,21,0,0.367183776
DH,13,EWR,213,1/19/2004,7307,IAD,1,19,0,0.452083642
RU,3,EWR,199,01-08-2004,2879,DCA,4,8,0,0.763959179
US,12,LGA,214,1/26/2004,2166,DCA,1,26,0,0.134446201
DH,3,LGA,229,01-03-2004,7924,IAD,6,3,0,0.658310691
US,20,LGA,214,1/21/2004,2178,DCA,3,21,0,0.232482831
MQ,10,JFK,213,1/22/2004,4752,DCA,4,22,0,0.123749025
DH,3,LGA,229,1/24/2004,7208,IAD,6,24,0,0.297431712
US,23,LGA,214,01-10-2004,2176,DCA,6,10,0,0.31278287
RU,13,EWR,169,1/30/2004,2703,BWI,5,30,0,0.004229978
DH,11,JFK,213,1/18/2004,6155,DCA,7,18,1,0.703620797
US,8,LGA,214,01-02-2004,2160,DCA,5,2,0,0.002042967
US,21,LGA,214,1/16/2004,2164,DCA,5,16,1,0.513485352
DL,13,LGA,214,1/29/2004,1756,DCA,4,29,0,0.622989422
CO,18,EWR,199,1/30/2004,816,DCA,5,30,0,0.752075637
MQ,2,LGA,214,01-11-2004,4968,DCA,7,11,0,0.094228019
US,22,LGA,214,1/23/2004,2186,DCA,5,23,0,0.890235835
DL,15,LGA,214,1/14/2004,1756,DCA,3,14,0,0.174382083
DL,10,LGA,214,01-08-2004,1744,DCA,4,8,0,0.257761246
MQ,1,LGA,214,1/24/2004,4964,DCA,6,24,0,0.329440752
DL,21,LGA,214,1/16/2004,1752,DCA,5,16,0,0.98363951
DL,20,LGA,214,1/16/2004,1750,DCA,5,16,0,0.640914583
DL,11,LGA,214,01-10-2004,1764,DCA,6,10,0,0.046537851
DH,1,EWR,213,1/13/2004,7303,IAD,2,13,0,0.592068901
DH,22,EWR,213,01-04-2004,7299,IAD,7,4,0,0.771931261
RU,1,EWR,213,01-08-2004,2497,IAD,4,8,0,0.141561585
DH,6,EWR,213,1/31/2004,7304,IAD,6,31,0,0.161052047
US,13,LGA,214,1/13/2004,2186,DCA,2,13,0,0.714842749
MQ,11,JFK,213,1/22/2004,4760,DCA,4,22,0,0.847228695
DL,1,LGA,214,1/16/2004,1760,DCA,5,16,0,0.283489233
DL,3,LGA,214,01-05-2004,1744,DCA,1,5,0,0.103866149
US,14,LGA,214,1/28/2004,2182,DCA,3,28,0,0.524271881
DL,0,LGA,214,01-09-2004,1746,DCA,5,9,0,0.706205896
CO,10,EWR,199,1/27/2004,808,DCA,2,27,1,0.897872199
RU,6,EWR,199,1/28/2004,2216,DCA,3,28,0,0.50554577
RU,20,EWR,213,1/24/2004,2156,IAD,6,24,0,0.625428264
RU,23,EWR,199,1/23/2004,2582,DCA,5,23,0,0.256171909
DL,21,LGA,214,01-09-2004,1740,DCA,5,9,0,0.044696002
US,21,LGA,214,1/23/2004,2184,DCA,5,23,0,0.894845044
RU,3,EWR,169,1/14/2004,2703,BWI,3,14,0,0.461631426
DH,4,EWR,213,1/22/2004,7305,IAD,4,22,0,0.907469706
MQ,7,JFK,213,1/18/2004,4752,DCA,7,18,1,0.230258154
DH,1,EWR,213,01-07-2004,7303,IAD,3,7,1,0.002351827
US,20,LGA,214,01-10-2004,2164,DCA,6,10,0,0.34209061
RU,19,EWR,169,01-05-2004,2403,BWI,1,5,1,0.528396695
MQ,3,LGA,214,1/19/2004,4968,DCA,1,19,1,0.581379854
DH,1,JFK,228,1/23/2004,7808,IAD,5,23,0,0.48808092
MQ,21,JFK,213,1/29/2004,4760,DCA,4,29,0,0.28655416
US,2,LGA,214,01-07-2004,2164,DCA,3,7,0,0.870302008
DL,10,LGA,214,1/21/2004,1750,DCA,3,21,0,0.587334571
MQ,8,LGA,214,01-06-2004,4970,DCA,2,6,0,0.553076236
RU,9,EWR,213,1/28/2004,2385,IAD,3,28,0,0.528642659
DH,10,LGA,229,01-07-2004,7790,IAD,3,7,0,0.796312084
RU,4,EWR,169,1/21/2004,3372,BWI,3,21,1,0.083263628
DH,5,LGA,229,1/25/2004,7208,IAD,7,25,0,0.732772872
US,14,LGA,214,1/13/2004,2188,DCA,2,13,0,0.103648651
DL,14,LGA,214,01-06-2004,1754,DCA,2,6,0,0.948357296
RU,2,EWR,213,01-12-2004,2156,IAD,1,12,0,0.414887047
DH,9,LGA,229,01-09-2004,7215,IAD,5,9,1,0.457113071
UA,7,LGA,229,01-02-2004,846,IAD,5,2,0,0.726954383
MQ,0,LGA,214,01-05-2004,4976,DCA,1,5,1,0.91287431
DH,23,JFK,228,1/14/2004,7800,IAD,3,14,0,0.756380825
CO,11,EWR,199,01-08-2004,816,DCA,4,8,0,0.65292616
DL,11,LGA,214,1/27/2004,1768,DCA,2,27,1,0.123205201
RU,4,EWR,169,01-06-2004,2403,BWI,2,6,0,0.461013194
MQ,6,LGA,214,1/23/2004,4972,DCA,5,23,0,0.577373308
US,8,LGA,214,1/22/2004,2174,DCA,4,22,0,0.927839183
US,5,LGA,214,01-07-2004,2170,DCA,3,7,0,0.056969798
RU,9,EWR,213,01-09-2004,2855,IAD,5,9,1,0.75352643
DH,17,JFK,213,01-08-2004,6155,DCA,4,8,1,0.012940614
MQ,13,LGA,214,1/15/2004,4970,DCA,4,15,1,0.370783882
RU,3,EWR,213,1/16/2004,2692,IAD,5,16,1,0.352399118
US,5,LGA,214,01-05-2004,2164,DCA,1,5,0,0.773974897
DH,8,LGA,229,01-02-2004,7792,IAD,5,2,1,0.888862057
MQ,18,JFK,213,1/19/2004,4752,DCA,1,19,0,0.037717716
DL,10,LGA,214,1/23/2004,1746,DCA,5,23,0,0.382819762
MQ,14,JFK,213,01-03-2004,4784,DCA,6,3,0,0.473841979
RU,17,EWR,213,1/15/2004,2855,IAD,4,15,1,0.679263814
OH,15,JFK,184,1/27/2004,5935,BWI,2,27,0,0.178505901
DL,9,LGA,214,1/21/2004,1748,DCA,3,21,0,0.977598058
DL,5,LGA,214,1/22/2004,1760,DCA,4,22,1,0.721926408
DL,5,JFK,213,01-12-2004,746,DCA,1,12,0,0.241073276
RU,18,EWR,169,01-09-2004,2303,BWI,5,9,1,0.412458482
DH,22,LGA,229,1/14/2004,7792,IAD,3,14,0,0.912102835
DH,18,JFK,228,01-09-2004,7814,IAD,5,9,0,0.16838398
RU,11,EWR,213,01-03-2004,2497,IAD,6,3,0,0.283616289
US,10,LGA,214,1/17/2004,2160,DCA,6,17,0,0.307954121
DH,22,LGA,229,01-12-2004,7792,IAD,1,12,0,0.546618751
US,17,LGA,214,1/19/2004,2176,DCA,1,19,0,0.64343514
MQ,15,LGA,214,1/27/2004,4954,DCA,2,27,0,0.730526489
RU,15,EWR,199,1/15/2004,2761,DCA,4,15,0,0.716842165
RU,22,EWR,213,01-06-2004,2855,IAD,2,6,0,0.369802517
DH,2,JFK,213,1/24/2004,6155,DCA,6,24,0,0.187796139
DH,3,EWR,213,1/28/2004,7304,IAD,3,28,0,0.744505668
MQ,18,JFK,213,01-04-2004,4752,DCA,7,4,1,0.454799221
RU,2,EWR,169,1/25/2004,2403,BWI,7,25,0,0.934545481
MQ,0,LGA,214,1/24/2004,4956,DCA,6,24,1,0.863787378
DH,8,JFK,228,1/26/2004,7810,IAD,1,26,1,0.100271095
MQ,17,LGA,214,1/13/2004,4966,DCA,2,13,0,0.404633399
US,16,LGA,214,1/28/2004,2186,DCA,3,28,1,0.122062886
DL,13,LGA,214,01-04-2004,1752,DCA,7,4,0,0.278189015
RU,8,EWR,213,01-05-2004,2692,IAD,1,5,1,0.223795849
DL,22,LGA,214,1/25/2004,1756,DCA,7,25,0,0.679671581
DL,17,LGA,214,1/15/2004,1740,DCA,4,15,0,0.456655915
RU,8,EWR,213,1/13/2004,2497,IAD,2,13,0,0.196903001
MQ,5,LGA,214,01-08-2004,4960,DCA,4,8,0,0.508745701
MQ,21,LGA,214,1/28/2004,4954,DCA,3,28,1,0.624366967
DL,14,LGA,214,01-11-2004,1756,DCA,7,11,0,0.706597196
US,11,LGA,214,01-07-2004,2182,DCA,3,7,0,0.939297329
DL,2,LGA,214,1/17/2004,1764,DCA,6,17,0,0.399395635
CO,0,EWR,199,1/26/2004,816,DCA,1,26,1,0.3952541
DH,14,JFK,228,1/17/2004,7800,IAD,6,17,0,0.877496611
RU,18,EWR,213,1/14/2004,2497,IAD,3,14,0,0.346378564
US,20,LGA,214,01-03-2004,2168,DCA,6,3,0,0.57227238
DL,5,LGA,214,1/13/2004,1762,DCA,2,13,0,0.975391475
DH,14,JFK,228,1/15/2004,7814,IAD,4,15,0,0.47161133
US,19,LGA,214,1/21/2004,2176,DCA,3,21,0,0.882099894
RU,3,EWR,199,1/17/2004,2361,DCA,6,17,0,0.741404719
DL,23,LGA,214,01-09-2004,1744,DCA,5,9,0,0.059138574
DH,23,EWR,213,01-07-2004,7299,IAD,3,7,0,0.937743205
DH,2,EWR,213,01-05-2004,7303,IAD,1,5,1,0.963448234
DH,19,EWR,213,1/16/2004,7303,IAD,5,16,0,0.963616836
CO,5,EWR,199,01-03-2004,808,DCA,6,3,0,0.241654165
DL,8,LGA,214,1/23/2004,1742,DCA,5,23,0,0.465953086
DL,14,LGA,214,01-05-2004,1768,DCA,1,5,0,0.393385823
DL,1,LGA,214,1/31/2004,1742,DCA,6,31,0,0.059221271
DH,5,LGA,229,01-06-2004,7924,IAD,2,6,0,0.239257126
MQ,11,LGA,214,1/15/2004,4966,DCA,4,15,0,0.785692066
US,17,LGA,214,01-12-2004,2172,DCA,1,12,0,0.672537052
MQ,12,JFK,213,1/22/2004,4784,DCA,4,22,0,0.4759601
RU,11,EWR,199,1/28/2004,2582,DCA,3,28,1,0.608457799
DH,15,JFK,228,01-02-2004,7816,IAD,5,2,0,0.99075708
DH,15,JFK,228,1/25/2004,7816,IAD,7,25,0,0.643066294
DL,17,JFK,213,1/13/2004,746,DCA,2,13,0,0.379576559
DL,17,LGA,214,1/29/2004,1764,DCA,4,29,0,0.833800145
MQ,23,LGA,214,01-01-2004,4968,DCA,4,1,0,0.512139968
RU,14,EWR,169,1/20/2004,2303,BWI,2,20,0,0.057742526
US,3,LGA,214,1/20/2004,2170,DCA,2,20,0,0.54915084
MQ,22,JFK,213,01-12-2004,4760,DCA,1,12,0,0.787334323
RU,18,EWR,169,01-05-2004,2703,BWI,1,5,1,0.858138971
RU,15,EWR,199,01-05-2004,2261,DCA,1,5,1,0.706987958
DH,1,JFK,228,1/27/2004,7812,IAD,2,27,1,0.027174332
RU,9,EWR,213,01-02-2004,2692,IAD,5,2,0,0.342617875
OH,2,JFK,184,01-02-2004,5935,BWI,5,2,0,0.736411365
RU,16,EWR,213,1/29/2004,2156,IAD,4,29,0,0.241078228
RU,9,EWR,213,01-07-2004,2367,IAD,3,7,0,0.469613934
MQ,0,JFK,213,01-08-2004,4760,DCA,4,8,0,0.874304236
DH,10,LGA,229,1/22/2004,7792,IAD,4,22,0,0.621368133
DH,18,LGA,229,01-12-2004,7211,IAD,1,12,0,0.298795241
RU,14,EWR,169,1/30/2004,2403,BWI,5,30,1,0.50877745
US,14,LGA,214,1/19/2004,2170,DCA,1,19,0,0.873859238
DH,5,EWR,213,01-05-2004,7371,IAD,1,5,0,0.476820153
RU,14,EWR,213,1/28/2004,2156,IAD,3,28,0,0.252442635
DH,17,JFK,228,1/22/2004,7816,IAD,4,22,0,0.911334189
DH,16,JFK,228,1/22/2004,7814,IAD,4,22,0,0.295753259
UA,18,LGA,229,01-10-2004,846,IAD,6,10,0,0.783298405
RU,2,EWR,213,1/30/2004,2692,IAD,5,30,0,0.990995408
RU,14,EWR,199,1/23/2004,2879,DCA,5,23,0,0.145879957
DL,7,LGA,214,1/13/2004,1766,DCA,2,13,0,0.59543302
DH,9,EWR,213,1/18/2004,7299,IAD,7,18,0,0.849695873
DH,20,JFK,228,01-03-2004,7800,IAD,6,3,0,0.2209574
US,18,LGA,214,1/29/2004,2178,DCA,4,29,0,0.219957464
DH,17,JFK,213,1/14/2004,6155,DCA,3,14,0,0.474622335
UA,19,LGA,229,1/30/2004,846,IAD,5,30,0,0.422065615
DH,9,LGA,229,1/13/2004,7792,IAD,2,13,0,0.548365622
OH,22,JFK,184,1/26/2004,5935,BWI,1,26,0,0.940144302
RU,23,EWR,199,1/15/2004,2582,DCA,4,15,1,0.153655774
MQ,14,LGA,214,1/22/2004,4954,DCA,4,22,0,0.544369023
DL,17,LGA,214,01-11-2004,1762,DCA,7,11,0,0.65360701
DH,19,LGA,229,01-12-2004,7215,IAD,1,12,0,0.737872683
US,17,LGA,214,1/18/2004,2166,DCA,7,18,0,0.779485445
RU,11,EWR,199,01-02-2004,2336,DCA,5,2,0,0.787850688
MQ,22,JFK,213,01-06-2004,4752,DCA,2,6,0,0.132260911
US,13,LGA,214,1/14/2004,2162,DCA,3,14,0,0.375550904
DL,17,LGA,214,1/28/2004,1764,DCA,3,28,0,0.605422102
DL,23,LGA,214,01-07-2004,1748,DCA,3,7,0,0.083045116
DH,1,EWR,213,01-04-2004,7304,IAD,7,4,1,0.804449895
RU,12,EWR,213,1/30/2004,2855,IAD,5,30,1,0.037579284
DL,21,LGA,214,1/13/2004,1746,DCA,2,13,0,0.271346985
OH,16,JFK,184,1/14/2004,5935,BWI,3,14,0,0.852921614
DL,9,LGA,214,1/19/2004,1744,DCA,1,19,0,0.267678299
MQ,20,LGA,214,01-05-2004,4960,DCA,1,5,0,0.87244572
DL,1,LGA,214,01-05-2004,1740,DCA,1,5,0,0.823148985
DH,12,JFK,228,01-07-2004,7800,IAD,3,7,0,0.259272495
MQ,4,JFK,213,1/17/2004,4752,DCA,6,17,0,0.546331543
DL,18,LGA,214,1/14/2004,1762,DCA,3,14,0,0.719935597
RU,16,EWR,199,1/18/2004,2582,DCA,7,18,0,0.915344314
US,20,LGA,214,01-08-2004,2174,DCA,4,8,0,0.851919248
MQ,9,LGA,214,1/15/2004,4960,DCA,4,15,0,0.841374013
DL,16,JFK,213,1/25/2004,746,DCA,7,25,1,0.910103765
DH,23,LGA,229,01-11-2004,7215,IAD,7,11,0,0.521611372
MQ,14,LGA,214,01-07-2004,4954,DCA,3,7,0,0.980638264
US,20,LGA,214,1/14/2004,2176,DCA,3,14,0,0.021439284
US,21,LGA,214,1/15/2004,2170,DCA,4,15,0,0.210021783
DL,13,LGA,214,1/26/2004,1742,DCA,1,26,1,0.241356053
DH,6,LGA,229,01-02-2004,7215,IAD,5,2,0,0.270690351
US,9,LGA,214,01-05-2004,2172,DCA,1,5,0,0.528809544
MQ,3,LGA,214,1/26/2004,4954,DCA,1,26,1,0.721984584
RU,19,EWR,169,01-09-2004,2703,BWI,5,9,0,0.573860456
DH,10,EWR,213,1/23/2004,7303,IAD,5,23,0,0.716691331
DH,8,EWR,213,01-10-2004,7302,IAD,6,10,0,0.834452779
DL,2,LGA,214,1/20/2004,1758,DCA,2,20,0,0.432117379
US,4,LGA,214,01-04-2004,2166,DCA,7,4,0,0.297290542
US,7,LGA,214,1/24/2004,2176,DCA,6,24,0,0.423680095
UA,22,LGA,229,01-07-2004,846,IAD,3,7,0,0.973711322
DL,17,LGA,214,1/26/2004,1752,DCA,1,26,0,0.091744566
DL,2,LGA,214,1/18/2004,1752,DCA,7,18,1,0.824772028
DL,9,LGA,214,01-06-2004,1744,DCA,2,6,0,0.883781998
US,19,LGA,214,01-06-2004,2172,DCA,2,6,0,0.724508374
DL,9,LGA,214,01-07-2004,1768,DCA,3,7,0,0.815523532
DL,10,LGA,214,01-03-2004,1764,DCA,6,3,0,0.182239611
MQ,14,LGA,214,1/15/2004,4972,DCA,4,15,1,0.301919398
RU,13,EWR,199,01-09-2004,2582,DCA,5,9,0,0.053280599
CO,6,EWR,199,1/25/2004,810,DCA,7,25,0,0.158309333
DL,2,LGA,214,01-09-2004,1750,DCA,5,9,0,0.006013849
DH,3,JFK,228,01-11-2004,7808,IAD,7,11,1,0.925438276
CO,5,EWR,199,1/23/2004,808,DCA,5,23,0,0.559503626
MQ,1,LGA,214,01-12-2004,4954,DCA,1,12,0,0.019481235
DH,21,JFK,228,1/21/2004,7800,IAD,3,21,0,0.917209272
US,2,LGA,214,01-01-2004,2164,DCA,4,1,0,0.722310855
MQ,17,LGA,214,1/27/2004,4968,DCA,2,27,0,0.61174778
RU,18,EWR,199,01-06-2004,2879,DCA,2,6,1,0.672778525
DH,22,JFK,228,01-06-2004,7800,IAD,2,6,0,0.753739732
DL,15,LGA,214,01-04-2004,1760,DCA,7,4,0,0.155897172
RU,9,EWR,199,1/17/2004,2761,DCA,6,17,0,0.820970064
US,11,LGA,214,1/29/2004,2164,DCA,4,29,0,0.961073599
RU,10,EWR,213,01-05-2004,2855,IAD,1,5,0,0.389658386
RU,19,EWR,213,1/29/2004,2385,IAD,4,29,0,0.070855384
DH,0,JFK,228,1/27/2004,7808,IAD,2,27,1,0.773574957
RU,4,EWR,213,01-02-2004,2855,IAD,5,2,0,0.930308057
MQ,16,LGA,214,1/27/2004,4966,DCA,2,27,1,0.792700573
RU,6,EWR,213,1/13/2004,2855,IAD,2,13,0,0.607619116
MQ,3,LGA,214,01-06-2004,4956,DCA,2,6,0,0.396913722
OH,17,JFK,184,1/19/2004,5935,BWI,1,19,0,0.330833083
DL,0,LGA,214,1/26/2004,1768,DCA,1,26,0,0.103840771
CO,23,EWR,199,1/22/2004,814,DCA,4,22,1,0.131839289
DH,5,JFK,228,1/19/2004,7814,IAD,1,19,0,0.510126439
DH,14,EWR,213,01-08-2004,7303,IAD,4,8,0,0.907428247
MQ,6,JFK,213,1/15/2004,4760,DCA,4,15,0,0.000759876
MQ,2,JFK,213,1/26/2004,4784,DCA,1,26,1,0.463208742
DH,3,EWR,213,01-07-2004,7305,IAD,3,7,0,0.739309896
RU,19,EWR,169,01-11-2004,3372,BWI,7,11,0,0.43350956
RU,0,EWR,169,1/23/2004,2403,BWI,5,23,1,0.997373083
DH,5,JFK,228,01-01-2004,7800,IAD,4,1,0,0.502273472
RU,22,EWR,199,1/29/2004,2261,DCA,4,29,1,0.011643314
RU,6,EWR,213,01-04-2004,2385,IAD,7,4,1,0.25748143
US,3,LGA,214,1/15/2004,2184,DCA,4,15,1,0.550228831
US,10,LGA,214,01-12-2004,1479,DCA,1,12,0,0.467347333
MQ,15,LGA,214,1/16/2004,4972,DCA,5,16,1,0.509316911
DH,9,EWR,213,01-10-2004,7303,IAD,6,10,0,0.413053482
CO,17,EWR,199,1/20/2004,816,DCA,2,20,0,0.075687969
US,9,LGA,214,1/28/2004,2168,DCA,3,28,0,0.472285423
MQ,23,LGA,214,1/28/2004,4968,DCA,3,28,0,0.673331918
DH,20,LGA,229,01-08-2004,7215,IAD,4,8,1,0.063747866
CO,22,EWR,199,1/28/2004,816,DCA,3,28,1,0.658701228
DH,15,EWR,213,01-01-2004,7302,IAD,4,1,0,0.008768599
US,7,LGA,214,1/20/2004,2178,DCA,2,20,0,0.423750853
MQ,11,JFK,213,1/31/2004,4784,DCA,6,31,0,0.96535916
RU,1,EWR,199,1/16/2004,2216,DCA,5,16,1,0.788499522
RU,8,EWR,199,1/26/2004,2879,DCA,1,26,0,0.971744922
RU,16,EWR,169,01-04-2004,2403,BWI,7,4,1,0.375523208
US,15,LGA,214,1/25/2004,2168,DCA,7,25,0,0.675019016
DH,23,EWR,213,1/17/2004,7302,IAD,6,17,0,0.36173834
OH,16,JFK,184,01-08-2004,5935,BWI,4,8,0,0.380088857
DH,12,JFK,228,1/20/2004,7810,IAD,2,20,0,0.236011653
US,22,LGA,214,1/27/2004,2162,DCA,2,27,0,0.746071866
CO,19,EWR,199,01-07-2004,808,DCA,3,7,0,0.91216734
DL,0,LGA,214,1/20/2004,1754,DCA,2,20,0,0.986956655
US,22,LGA,214,1/18/2004,2178,DCA,7,18,1,0.684321519
MQ,8,LGA,214,01-08-2004,4968,DCA,4,8,0,0.163768446
CO,22,EWR,199,01-02-2004,806,DCA,5,2,0,0.114752045
US,11,LGA,214,01-05-2004,2176,DCA,1,5,0,0.15951217
MQ,18,LGA,214,01-07-2004,4966,DCA,3,7,0,0.750372685
DH,15,JFK,228,1/13/2004,7814,IAD,2,13,0,0.982347739
DH,8,EWR,213,1/19/2004,7299,IAD,1,19,0,0.599554895
US,23,LGA,214,1/13/2004,1479,DCA,2,13,0,0.599351168
US,18,LGA,214,01-03-2004,2160,DCA,6,3,0,0.577643889
DL,11,LGA,214,01-08-2004,1746,DCA,4,8,0,0.702151543
RU,7,EWR,213,01-02-2004,2497,IAD,5,2,0,0.367274863
DH,18,EWR,213,1/16/2004,7302,IAD,5,16,0,0.764679165
RU,7,EWR,213,1/26/2004,2156,IAD,1,26,1,0.164496051
MQ,2,LGA,214,1/21/2004,4960,DCA,3,21,0,0.111842681
DH,13,EWR,213,01-06-2004,7302,IAD,2,6,0,0.565225026
UA,22,LGA,229,1/13/2004,846,IAD,2,13,0,0.879748125
